[min90] hizli tarama basladi
- Preprocessing: tree_models_no_scaler
- Resampling: none
- Threshold: 0.52
- Synthetic Holdout Accuracy: 0.9677
- Synthetic Holdout Precision: 0.9686
- Synthetic Holdout Recall: 0.9667
- Synthetic Holdout Specificity: 0.9687
- Synthetic Holdout F1: 0.9677
- Synthetic Holdout ROC-AUC: 0.9962
- Synthetic Holdout min ana metrik: 0.9667
- Synthetic Group CV Accuracy mean ± std: 0.9690 ± 0.0060
- Synthetic Group CV Precision mean ± std: 0.9645 ± 0.0103
- Synthetic Group CV Recall mean ± std: 0.9740 ± 0.0060
- Synthetic Group CV Specificity mean ± std: 0.9640 ± 0.0108
- Synthetic Group CV F1 mean ± std: 0.9692 ± 0.0059
- Synthetic Group CV ROC-AUC mean ± std: 0.9967 ± 0.0017
- Synthetic Group CV min ana metrik mean ± std: 0.9620 ± 0.0067
- Original external holdout Accuracy: 0.7338
- Original external holdout F1: 0.6019
- Original external holdout ROC-AUC: 0.8167
- Leakage durumu: clean
- Train/test source_id kesişimi: 0
- CV source_id kesişimi: 0
- Exact duplicate: 0
- Near duplicate oranı: 0.0
- Minimum mesafe: 0.16721105173019227
- Yeni Word raporu yolu: /Users/beratkaanseven/Desktop/VSCoding/Diyabet_Projesi_ML_Deneme/diyabet_risk_tahmini/makine_ogrenmesi/raporlar/pima_sentetik_benchmark_min90_final_rapor.docx
- Masaüstü Word raporu yolu: /Users/beratkaanseven/Desktop/PIMA_Sentetik_Benchmark_Min90_Final_Rapor.docx
- Minimum 0.90 hedefi yakalandı mı: Evet
- Hedef yakalandıysa hangi benchmarkta yakalandı: min90_sentetik_2500_per_class_pima
- Hedef yakalanmadıysa hangi metrikler altında kaldı: Holdout tarafında yok
- Neden bu model seçildi: selection_score=0.9714, leakage-clean ve CV ile doğrulanmış aday.
- XGBoost seçilmediyse neden seçilmedi: Daha yüksek selection_score veren model bulundu
- 10000/per class sonucu final seçilmediyse neden seçilmedi: Daha küçük adaylar hedefe yakın/geçer durumdaysa savunulabilirlik önceliklendirildi.
{
  "final_dataset": "min90_sentetik_2500_per_class_pima",
  "final_model": "soft_voting_xgb_lgbm_et",
  "final_feature_set": "all_features",
  "synthetic_holdout_min_main_metric": 0.9667318982387475,
  "synthetic_cv_min_main_metric_mean": 0.9619661971830986,
  "word_report": "",
  "desktop_word_report": ""
}
